Frio_ma7,Frio,ratio_Bodega_sobre_Sala_Maq,ratio_Sala_Maq_sobre_Bodega,Sala Maq (Kw)__Consolidado EExServicios (Kw)__Consolidado EE,Sala Maq (Kw)__Consolidado EE,Bodega_share,Sala Maq (Kw)__Consolidado EE_x_mes_cos,ratio_Servicios_sobre_Bodega,Servicios (Kw)__Consolidado EE_x_mes_cos,ratio_Bodega_sobre_Servicios,Sala_Maq_sum,Sala Maq (Kw)__Consolidado EExPlanta (Kw)__Consolidado EE,Frio_lag7,Frio_ma3,Agua Planta (Hl)__Consolidado Agua_x_mes_cos,Sala Maq (Kw)__Consolidado EE_x_mes_sin,Sala Maq (Kw)__Consolidado EExKW Gral Planta__Consolidado EE,Aire L4 / Hl__Consolidado KPI,KW Gral Planta__Consolidado EE_x_mes_cos,Linea 3 (Kw)__Consolidado EE,Servicios (Kw)__Consolidado EE,Red L1 y L2__Consolidado Agua,Sala Maq (Kw)__Consolidado EExAgua Planta (Hl)__Consolidado Agua,Agua Linea 3/Hl__Consolidado KPI,Sala Maq (Kw)__Consolidado EE_x_dow_cos,CO 2 Linea 4 / Hl__Consolidado KPI,Red Paste L4__Consolidado Agua,ET Linea 3/Hl__Consolidado KPI,Totalizador_Aire_Cocina__Consolidado Aire,y
0.10103473297595586,1.1378384560238517,-0.84498932109146,0.7988462699411251,1.0454849462368,1.1121918528201402,-0.7925391367563652,-1.5102583978480622,0.7139413717510534,-1.463302929389639,-0.7711620923485059,1.0675731630317191,1.0615110581431717,-0.09312512956296014,0.20123051290691102,-1.454992429815779,0.2271883603862705,1.0675753305237055,-0.9889032362480176,-1.4849494146630096,0.6344270682841163,0.8951889857837275,1.2556986380450115,1.0722551844494987,0.0547016785265693,-0.3853470334867011,1.785456525003622,1.6490893195423175,-0.5893213577422016,1.7581823468839044,30921.0
0.29646868891678557,0.8096276724736529,-0.6259270350583832,0.5206987516767465,0.7425792467785803,0.7774840540449138,-0.5758465867955698,-1.409670192341225,0.4751885023814886,-1.3979751306993837,-0.561946275061905,0.7190723047715409,0.6703419941560566,-0.09312512956296014,0.3627269173465917,-1.463681264665896,0.2271883603862705,0.6672852431733097,-0.8594331288439014,-1.3697576239214944,0.7136604273708038,0.652564890425297,-0.03156235331804607,0.8814925647060633,-0.160785761108358,-1.5506568756443166,2.404728524274004,1.1558391979582008,-1.1896224332798606,1.6824016430569435,27721.0
0.4439105474520096,0.3957563731057823,-0.43850532023849015,0.3032451885691837,0.35345712268321827,0.36167289490725746,-0.36166261675775074,-1.2770558180089373,0.23963999031604608,-1.3071236412354796,-0.34162012366138916,0.24471353100502502,0.21134051323499303,0.45538493935400687,0.667345849509238,-1.2499200771287322,0.2271883603862705,0.2133727407114368,-1.0716769385215539,-1.241110210044574,0.8702371093122281,0.33108995572925226,-0.579112409841726,0.24224387630173164,-0.3230334694520551,-1.3955171311769856,1.9473686707745093,0.10209796324226958,-1.6713037334827632,1.3554226037942685,29046.0
0.4322325337885608,0.5657987801909345,-0.34997849082445975,0.20627580688685945,0.5340147965657159,0.5537728632138589,-0.27118992872293834,-1.3394238550965356,0.14795640356446335,-1.3500091445695774,-0.2520140618084325,0.508389303337705,0.49131805664725897,-0.05668948933389743,0.8256501878372673,-1.350117982171088,0.2271883603862705,0.4933664434837219,1.8452868642406641,-1.3437601219600133,-0.04452068361074025,0.48057493184053496,1.246339135413843,0.5345301357986468,0.09947652507025573,-0.33747408525240785,2.0699449194577,0.6609311569799982,-0.6239039701266995,1.698854558629289,35721.0
0.5353018911298699,1.450689353852146,-0.8218450551430776,0.7681040068321633,1.4754827232078656,1.4762932257880805,-0.6747291171388982,-1.613956691958206,0.5342965382321645,-1.5867518555010038,-0.6150405094863092,1.2469270109113748,1.2681944410712966,0.6665707491721291,0.6163748732186852,-1.2108822269827546,0.2271883603862705,1.2700228721106193,-0.3935425955865342,-1.4821575644193596,-1.400948580633925,1.3812508748894934,0.9161253345799888,0.7770017014952932,-2.1056857791745722,1.204444294370288,2.029241530892752,0.48437028475278204,1.1098543161966234,1.8952599974877913,31017.0
0.6624227160671707,0.8222121111470329,-0.855339096513022,0.8127041830575906,0.898994123177749,0.8587621054292784,-0.8310676293619235,-1.4345816189093095,0.7727301888713364,-1.4611957140308687,-0.8205758193093786,0.8452731671721159,0.840420979790957,-0.03129970410597384,0.847276662533214,-1.3726307852076625,0.2271883603862705,0.8439125522776199,-0.9805624021261294,-1.443326713120931,-0.5070521129838912,0.8872089402077792,1.162080102591436,0.7605790051317224,1.6780133588879014,1.6808273171030426,1.9418654977330376,0.3259656237954281,1.2356400228241746,2.0073206280412914,34753.0
0.8078625552406116,1.3194761348622832,-1.1537059689691256,1.2445453643053932,1.3998217499693297,1.3589782602324376,-1.1672173105699755,-1.5811682587738363,1.2055462153915713,-1.5813067727990515,-1.1603162826517897,1.4003275615135917,1.4169114536489356,-0.033052289968051686,1.0088570756149904,-1.4840502870563728,0.2271883603862705,1.4126753060860027,-1.1410692306326957,-1.592037776192294,1.050392744463289,1.359024499110929,0.8382594527245768,1.2790673957716436,-0.41193108715591115,1.179062952579865,2.0094066480890365,0.8108684406978137,-1.4288005797171857,2.1646148192721837,26648.0
1.0414318307213453,0.2594385248588613,-0.1525214278269448,0.001673958821309279,0.2948358640090737,0.22770502852453123,-0.10470567596139642,-1.23238865555262,-0.003080165281838689,-1.3190385319314557,-0.09963948617063921,0.20615277108351251,0.16199007506450017,1.1361287440275174,1.2944571349065064,-1.3095437174033644,0.2271883603862705,0.17086074822623104,0.4160147807406892,-1.2623677277639687,-0.22385300364056326,0.37222102230867654,0.9749644026100229,0.2624473133263991,-0.33563485165598106,-0.30859190717407753,1.5844122106021683,0.39471621017171915,-1.0839910777381612,1.9312111065366628,27628.0
0.8878595429398547,0.383892145021162,-0.22290719954875232,0.07286108025998607,0.3877607039466393,0.4175847485729124,-0.16785217161779903,-1.2954095064859519,0.05544170785701716,-1.3085966624350431,-0.15938374719083281,0.4152449657226378,0.386422592519744,0.8034594175327184,0.8438717668070604,-1.4194001899679534,0.2271883603862705,0.3853264072008556,-1.0433794736743658,-1.3266646478638624,0.8512121564009526,0.3361583661903787,0.7228089602011387,0.5710918676721335,-0.448483796054445,-1.4166060235870528,1.8883362463059297,1.3438821161657852,-1.2137971809956756,1.9417264909890644,26595.0
0.8139399419209321,0.2527374683948374,0.044998800159521735,-0.18881320481211625,0.16722909352299659,0.23698618313301686,0.15471078837298027,-1.2355150668680797,-0.2675206273983803,-1.235462907011988,0.18131126167019773,0.14822483391512933,0.14052559220425334,0.38463040018182376,0.6803564953793296,-1.250305857436636,0.2271883603862705,0.13835470405821113,-0.07907043689920917,-1.23846203027873,0.9706177508209282,0.09007940691608333,-0.9891803847794322,0.16852431484485367,-0.38653125959148366,-1.3482183945248023,2.3560312776140138,-0.16833178801827015,-1.5515152286273615,1.9505270069081773,30933.0
